SaleID,Date,CustomerID,ProductID,Quantity,Price,SalesAmount
1162,2024-06-26,139,10,3,251.14,753.42
1163,2023-11-07,121,48,5,173.83,869.1500000000001
1164,2023-09-10,94,26,3,122.63,367.89
1165,2023-09-28,196,20,5,76.72,383.6
1166,2024-12-21,197,17,9,142.93,1286.3700000000001
1167,2023-01-30,129,17,4,142.93,571.72
1168,2024-09-24,91,4,6,261.8,1570.8000000000002
1169,2024-02-27,92,5,3,352.99,1058.97
1170,2023-11-17,63,23,3,124.82,374.46
1171,2024-06-13,29,46,5,468.68,2343.4
1172,2023-12-22,12,10,8,251.14,2009.12
1173,2024-09-29,77,46,8,468.68,3749.44
1174,2024-10-19,41,28,3,187.05,561.1500000000001
1175,2023-11-04,130,33,8,418.47,3347.76
1176,2023-07-22,37,43,8,91.31,730.48
1177,2024-03-08,173,26,3,122.63,367.89
1178,2024-10-28,176,50,2,462.72,925.44
1179,2023-06-03,24,48,2,173.83,347.66
1180,2024-03-30,99,29,9,317.99,2861.91
1181,2024-04-06,150,27,7,365.47,2558.29
1182,2024-06-19,100,18,6,454.59,2727.54
1183,2023-04-07,139,40,7,258.49,1809.43
1184,2024-06-06,58,10,8,251.14,2009.12
1185,2024-10-25,174,42,1,324.36,324.36
1186,2023-05-12,29,5,8,352.99,2823.92
1187,2023-06-23,163,10,3,251.14,753.42
1188,2024-12-10,143,50,3,462.72,1388.16
1189,2023-05-13,60,21,6,247.28,1483.68
1190,2024-09-15,95,24,4,337.71,1350.84
1191,2023-12-26,42,38,4,340.39,1361.56
1192,2023-06-30,43,3,4,164.99,659.96
1193,2024-09-27,74,40,9,258.49,2326.41
1194,2023-11-22,177,31,8,270.21,2161.68
1195,2024-01-11,192,41,3,117.12,351.36
1196,2023-09-20,160,37,1,297.49,297.49
1197,2024-03-08,64,2,1,471.74,471.74
1198,2023-04-30,2,2,1,471.74,471.74
1199,2023-10-13,152,39,4,13.21,52.84
1200,2024-12-08,66,49,6,61.17,367.02
1201,2023-07-08,166,42,4,324.36,1297.44
1202,2024-04-24,31,44,3,347.01,1041.03
1203,2023-08-26,115,34,8,163.79,1310.32
1204,2024-07-18,26,42,8,324.36,2594.88
1205,2023-04-06,29,20,6,76.72,460.32
1206,2024-12-08,195,33,9,418.47,3766.2300000000005
1207,2023-11-28,78,4,1,261.8,261.8
1208,2023-06-22,25,45,8,196.43,1571.44
1209,2023-02-23,48,44,6,347.01,2082.06
1210,2023-05-04,65,11,1,153.93,153.93
1211,2024-01-15,181,42,4,324.36,1297.44
1212,2023-09-04,67,47,5,73.07,365.34999999999997
1213,2024-08-28,90,5,7,352.99,2470.9300000000003
1214,2023-11-11,146,25,8,382.0,3056.0
1215,2023-07-01,137,49,9,61.17,550.53
1216,2024-03-26,38,37,6,297.49,1784.94
1217,2024-05-30,87,34,9,163.79,1474.11
1218,2023-05-02,149,9,4,129.63,518.52
1219,2023-05-03,65,6,8,185.0,1480.0
1220,2023-01-27,149,18,3,454.59,1363.77
1221,2024-06-21,27,14,4,306.73,1226.92
1222,2024-04-29,106,19,4,123.58,494.32
1223,2023-12-13,123,14,6,306.73,1840.38
1224,2024-09-08,198,40,9,258.49,2326.41
1225,2024-08-11,44,17,6,142.93,857.58
1226,2024-03-03,100,35,1,97.33,97.33
1227,2024-09-25,28,29,5,317.99,1589.95
1228,2023-05-31,173,42,9,324.36,2919.2400000000002
1229,2023-03-23,17,17,5,142.93,714.6500000000001
1230,2023-07-16,127,43,6,91.31,547.86
1231,2023-02-11,123,8,3,481.41,1444.23
1232,2024-01-23,168,1,8,172.12,1376.96
1233,2024-11-14,131,45,4,196.43,785.72
1234,2023-01-29,76,36,4,25.18,100.72
1235,2023-03-31,194,7,5,486.03,2430.1499999999996
1236,2023-11-27,46,46,9,468.68,4218.12
1237,2024-11-12,158,5,8,352.99,2823.92
1238,2023-08-19,69,24,7,337.71,2363.97
1239,2024-01-06,137,28,5,187.05,935.25
1240,2023-01-31,85,43,9,91.31,821.79
1241,2023-04-19,11,17,9,142.93,1286.3700000000001
1242,2024-12-21,69,37,2,297.49,594.98
1243,2024-12-05,99,20,4,76.72,306.88
1244,2023-01-04,91,3,8,164.99,1319.92
1245,2024-11-25,194,37,1,297.49,297.49
1246,2024-04-11,159,26,5,122.63,613.15
1247,2024-09-25,161,15,8,253.83,2030.64
1248,2023-11-28,167,48,2,173.83,347.66
1249,2024-01-12,94,8,2,481.41,962.82
1250,2023-12-23,174,13,8,23.26,186.08
1251,2024-05-01,165,48,9,173.83,1564.47
1252,2023-04-12,115,3,7,164.99,1154.93
1253,2023-01-22,188,1,8,172.12,1376.96
1254,2023-08-13,31,9,5,129.63,648.15
1255,2024-05-29,11,31,1,270.21,270.21
1256,2023-05-28,87,41,4,117.12,468.48
1257,2024-05-06,121,26,2,122.63,245.26
1258,2024-12-09,130,17,3,142.93,428.79
1259,2023-03-10,105,34,3,163.79,491.37
1260,2024-05-05,27,9,9,129.63,1166.67
1261,2023-11-20,2,13,4,23.26,93.04
1262,2024-09-25,103,5,2,352.99,705.98
1263,2023-05-10,101,41,3,117.12,351.36
1264,2024-05-20,21,13,3,23.26,69.78
1265,2024-09-03,58,1,7,172.12,1204.8400000000001
1266,2024-11-20,133,25,8,382.0,3056.0
1267,2024-05-13,180,47,6,73.07,438.41999999999996
1268,2023-12-29,173,4,4,261.8,1047.2
1269,2024-03-27,85,36,6,25.18,151.07999999999998
1270,2024-09-26,93,10,1,251.14,251.14
1271,2024-02-21,20,28,8,187.05,1496.4
1272,2023-01-23,61,6,1,185.0,185.0
1273,2024-11-10,38,27,5,365.47,1827.3500000000001
1274,2024-05-18,148,12,2,146.0,292.0
1275,2024-05-08,25,48,6,173.83,1042.98
1276,2023-06-07,130,3,9,164.99,1484.91
1277,2024-04-25,121,46,5,468.68,2343.4
1278,2023-10-15,160,33,4,418.47,1673.88
1279,2024-04-20,26,10,2,251.14,502.28
1280,2023-03-19,198,31,3,270.21,810.6299999999999
1281,2024-04-25,169,15,6,253.83,1522.98
1282,2024-12-30,67,7,8,486.03,3888.24
1283,2023-02-05,1,36,8,25.18,201.44
1284,2024-12-14,51,14,5,306.73,1533.65
1285,2023-10-25,5,48,5,173.83,869.1500000000001
1286,2024-09-27,13,14,3,306.73,920.19
1287,2024-07-25,147,3,7,164.99,1154.93
1288,2024-02-18,140,49,6,61.17,367.02
1289,2024-06-23,48,46,1,468.68,468.68
1290,2024-10-03,153,50,4,462.72,1850.88
1291,2023-10-23,57,3,6,164.99,989.94
1292,2023-08-27,115,22,6,492.9,2957.3999999999996
1293,2024-05-02,35,19,3,123.58,370.74
1294,2024-08-12,76,35,6,97.33,583.98
1295,2024-07-10,94,12,6,146.0,876.0
1296,2024-08-05,5,5,9,352.99,3176.91
1297,2023-11-14,22,10,9,251.14,2260.2599999999998
1298,2024-08-20,103,41,2,117.12,234.24
1299,2023-03-29,185,33,4,418.47,1673.88
1300,2024-02-02,175,13,9,23.26,209.34
1301,2023-01-05,182,35,4,97.33,389.32
1302,2023-08-25,131,32,8,49.69,397.52
1303,2023-09-25,124,11,3,153.93,461.79
1304,2023-10-17,53,48,3,173.83,521.49
1305,2024-05-22,159,38,9,340.39,3063.5099999999998
1306,2023-10-11,69,24,8,337.71,2701.68
1307,2023-11-24,104,35,1,97.33,97.33
1308,2023-06-23,161,19,2,123.58,247.16
1309,2023-09-30,200,6,3,185.0,555.0
1310,2023-06-15,178,40,2,258.49,516.98
1311,2023-02-23,16,45,3,196.43,589.29
1312,2024-03-16,116,44,8,347.01,2776.08
1313,2024-05-02,76,42,6,324.36,1946.16
1314,2024-03-28,109,35,7,97.33,681.31
1315,2023-12-05,39,4,6,261.8,1570.8000000000002
1316,2023-10-05,89,33,1,418.47,418.47
1317,2024-09-22,174,13,3,23.26,69.78
1318,2024-01-14,112,36,1,25.18,25.18
1319,2023-12-16,47,43,9,91.31,821.79
1320,2023-01-19,172,19,9,123.58,1112.22
1321,2023-09-07,137,43,5,91.31,456.55
1322,2023-10-05,128,12,4,146.0,584.0
1323,2023-10-19,178,11,9,153.93,1385.3700000000001
1324,2024-02-28,77,6,9,185.0,1665.0
1325,2024-01-25,188,12,3,146.0,438.0
1326,2024-03-19,15,27,5,365.47,1827.3500000000001
1327,2024-07-12,36,41,3,117.12,351.36
1328,2024-08-16,63,25,2,382.0,764.0
1329,2024-06-08,69,42,1,324.36,324.36
1330,2024-11-28,169,3,2,164.99,329.98
1331,2023-01-14,74,3,8,164.99,1319.92
1332,2023-05-23,24,20,8,76.72,613.76
1333,2023-01-06,49,28,3,187.05,561.1500000000001
1334,2024-04-17,146,23,7,124.82,873.74
1335,2024-10-17,7,48,7,173.83,1216.8100000000002
1336,2023-06-27,4,3,2,164.99,329.98
1337,2024-11-07,90,42,9,324.36,2919.2400000000002
1338,2023-02-13,197,24,3,337.71,1013.1299999999999
1339,2024-11-13,60,43,2,91.31,182.62
1340,2023-09-14,55,40,3,258.49,775.47
1341,2023-03-16,16,6,2,185.0,370.0
1342,2023-12-21,29,20,8,76.72,613.76
1343,2023-07-07,151,11,5,153.93,769.6500000000001
1344,2023-07-27,14,32,3,49.69,149.07
1345,2023-08-13,79,27,5,365.47,1827.3500000000001
1346,2024-08-09,177,21,8,247.28,1978.24
1347,2024-01-29,33,44,7,347.01,2429.0699999999997
1348,2023-08-16,153,48,6,173.83,1042.98
1349,2024-03-21,21,50,1,462.72,462.72
1350,2024-06-06,145,13,1,23.26,23.26
1351,2023-07-19,23,22,1,492.9,492.9
1352,2023-10-29,57,35,8,97.33,778.64
1353,2023-03-30,186,47,8,73.07,584.56
1354,2023-05-13,142,22,7,492.9,3450.2999999999997
1355,2024-05-12,93,28,6,187.05,1122.3000000000002
1356,2023-05-13,20,21,4,247.28,989.12
1357,2024-01-19,158,46,1,468.68,468.68
1358,2024-06-01,19,18,9,454.59,4091.31
1359,2023-03-20,181,31,1,270.21,270.21
1360,2024-02-19,103,46,4,468.68,1874.72
1361,2023-07-07,184,37,3,297.49,892.47
1362,2024-12-03,77,21,7,247.28,1730.96
1363,2023-12-19,151,14,5,306.73,1533.65
1364,2024-08-11,190,25,5,382.0,1910.0
1365,2024-02-06,33,27,4,365.47,1461.88
1366,2023-02-01,18,40,1,258.49,258.49
1367,2024-04-07,73,23,5,124.82,624.0999999999999
1368,2024-11-25,161,31,4,270.21,1080.84
1369,2024-03-15,160,47,8,73.07,584.56
1370,2024-08-21,189,29,2,317.99,635.98
1371,2024-10-07,182,47,8,73.07,584.56
1372,2023-06-16,17,30,1,318.6,318.6
1373,2023-06-04,19,26,4,122.63,490.52
1374,2024-03-22,70,20,3,76.72,230.16
1375,2023-10-28,120,38,5,340.39,1701.9499999999998
1376,2024-09-05,101,19,5,123.58,617.9
1377,2024-10-19,34,27,5,365.47,1827.3500000000001
1378,2023-09-15,84,25,4,382.0,1528.0
1379,2023-06-22,153,40,8,258.49,2067.92
1380,2024-07-23,196,38,3,340.39,1021.17
1381,2023-07-20,74,23,4,124.82,499.28
1382,2024-08-23,88,29,1,317.99,317.99
1383,2023-11-06,85,15,7,253.83,1776.8100000000002
1384,2024-05-02,11,3,1,164.99,164.99
1385,2023-03-11,91,10,2,251.14,502.28
1386,2024-03-31,144,15,7,253.83,1776.8100000000002
1387,2023-11-26,189,16,1,30.48,30.48
1388,2024-03-04,127,17,3,142.93,428.79
1389,2023-05-03,113,19,6,123.58,741.48
1390,2024-06-21,80,11,6,153.93,923.58
1391,2024-09-21,7,48,6,173.83,1042.98
1392,2023-06-08,16,5,2,352.99,705.98
1393,2023-03-11,16,5,2,352.99,705.98
1394,2023-01-18,168,14,6,306.73,1840.38
1395,2024-04-13,12,50,5,462.72,2313.6000000000004
1396,2024-03-19,35,26,7,122.63,858.41
1397,2024-02-04,21,8,7,481.41,3369.8700000000003
1398,2023-06-19,178,5,5,352.99,1764.95
1399,2023-10-13,171,7,8,486.03,3888.24
1400,2024-03-09,17,16,6,30.48,182.88
1401,2023-12-29,32,14,5,306.73,1533.65
1402,2024-12-22,41,37,4,297.49,1189.96
1403,2023-04-10,134,41,7,117.12,819.84
1404,2024-05-22,27,4,4,261.8,1047.2
1405,2023-10-23,148,36,5,25.18,125.9
1406,2023-11-09,153,48,5,173.83,869.1500000000001
1407,2024-06-07,66,17,1,142.93,142.93
1408,2024-05-20,137,47,1,73.07,73.07
1409,2024-12-24,92,36,3,25.18,75.53999999999999
1410,2023-04-04,181,6,3,185.0,555.0
1411,2023-03-18,61,16,2,30.48,60.96
1412,2024-06-12,166,29,2,317.99,635.98
1413,2024-02-27,3,36,6,25.18,151.07999999999998
1414,2023-07-20,198,38,1,340.39,340.39
1415,2023-02-27,103,37,6,297.49,1784.94
1416,2023-03-04,55,48,5,173.83,869.1500000000001
1417,2024-10-14,1,48,6,173.83,1042.98
1418,2023-05-21,101,10,5,251.14,1255.6999999999998
1419,2023-08-25,198,41,7,117.12,819.84
1420,2023-06-15,45,36,1,25.18,25.18
1421,2023-09-17,175,29,3,317.99,953.97
1422,2023-02-20,26,14,6,306.73,1840.38
1423,2024-01-14,121,4,1,261.8,261.8
1424,2023-02-19,142,44,7,347.01,2429.0699999999997
1425,2024-08-07,182,42,4,324.36,1297.44
1426,2023-06-20,199,36,3,25.18,75.53999999999999
1427,2024-01-30,46,50,9,462.72,4164.4800000000005
1428,2024-10-04,122,45,1,196.43,196.43
1429,2024-04-20,31,13,8,23.26,186.08
1430,2024-01-25,59,46,1,468.68,468.68
1431,2023-08-25,29,18,5,454.59,2272.95
1432,2023-09-01,106,33,8,418.47,3347.76
1433,2024-05-03,17,21,6,247.28,1483.68
1434,2024-12-26,142,16,7,30.48,213.36
1435,2024-04-28,164,15,8,253.83,2030.64
1436,2024-02-12,186,5,6,352.99,2117.94
1437,2024-06-17,24,6,6,185.0,1110.0
1438,2023-12-06,109,38,6,340.39,2042.34
1439,2023-02-13,191,3,5,164.99,824.95
1440,2024-02-15,91,48,8,173.83,1390.64
1441,2024-11-30,25,12,2,146.0,292.0
1442,2023-05-08,187,36,7,25.18,176.26
1443,2024-05-18,32,33,4,418.47,1673.88
1444,2023-05-27,116,36,1,25.18,25.18
1445,2024-01-27,82,33,5,418.47,2092.3500000000004
1446,2023-03-12,110,31,3,270.21,810.6299999999999
1447,2023-11-25,146,21,4,247.28,989.12
1448,2024-07-05,37,27,7,365.47,2558.29
1449,2023-09-11,26,27,5,365.47,1827.3500000000001
1450,2024-04-30,137,8,4,481.41,1925.64
1451,2024-08-03,64,37,1,297.49,297.49
1452,2024-11-07,72,32,6,49.69,298.14
1453,2023-06-21,148,26,6,122.63,735.78
1454,2023-10-19,182,2,7,471.74,3302.1800000000003
1455,2023-04-22,106,12,1,146.0,146.0
1456,2024-12-25,86,22,4,492.9,1971.6
1457,2024-11-07,158,17,9,142.93,1286.3700000000001
1458,2024-01-30,53,7,6,486.03,2916.18
1459,2024-09-06,92,43,2,91.31,182.62
1460,2024-01-16,99,4,4,261.8,1047.2
1461,2024-03-31,191,37,6,297.49,1784.94
1462,2023-03-07,11,38,4,340.39,1361.56
1463,2024-07-05,31,32,7,49.69,347.83
1464,2023-04-04,177,11,3,153.93,461.79
1465,2024-08-26,100,1,6,172.12,1032.72
1466,2024-07-24,87,25,4,382.0,1528.0
1467,2024-06-01,147,42,3,324.36,973.08
1468,2023-01-27,140,24,3,337.71,1013.1299999999999
1469,2023-08-10,15,43,2,91.31,182.62
1470,2023-07-12,159,17,3,142.93,428.79
1471,2023-09-20,171,8,1,481.41,481.41
1472,2023-03-05,101,45,3,196.43,589.29
1473,2024-11-14,165,27,9,365.47,3289.2300000000005
1474,2024-02-09,29,18,4,454.59,1818.36
1475,2023-08-12,114,27,3,365.47,1096.41
1476,2023-10-17,107,22,8,492.9,3943.2
1477,2023-11-23,154,16,1,30.48,30.48
1478,2024-03-14,108,2,5,471.74,2358.7
1479,2024-01-12,130,5,1,352.99,352.99
1480,2024-11-02,84,18,7,454.59,3182.1299999999997
1481,2023-12-29,15,3,5,164.99,824.95
1482,2024-12-25,132,27,2,365.47,730.94
1483,2024-09-13,50,17,1,142.93,142.93
1484,2023-06-02,166,16,7,30.48,213.36
1485,2024-11-10,23,6,1,185.0,185.0
1486,2023-03-26,59,7,3,486.03,1458.09
1487,2024-08-19,90,50,6,462.72,2776.32
1488,2023-10-05,115,14,6,306.73,1840.38
1489,2024-10-02,75,38,7,340.39,2382.73
1490,2024-09-25,156,40,1,258.49,258.49
1491,2024-08-11,194,15,7,253.83,1776.8100000000002
1492,2024-07-30,123,47,2,73.07,146.14
1493,2023-08-11,136,47,6,73.07,438.41999999999996
1494,2023-03-01,157,48,8,173.83,1390.64
1495,2023-10-22,139,33,5,418.47,2092.3500000000004
1496,2023-05-07,18,43,3,91.31,273.93
1497,2024-05-22,183,27,8,365.47,2923.76
1498,2023-09-10,50,29,8,317.99,2543.92
1499,2024-12-13,142,37,4,297.49,1189.96
1500,2024-04-12,118,5,8,352.99,2823.92
1501,2024-08-23,137,29,5,317.99,1589.95
1502,2023-04-07,139,32,5,49.69,248.45
1503,2024-09-21,191,6,3,185.0,555.0
1504,2024-11-04,108,2,7,471.74,3302.1800000000003
1505,2023-12-22,67,6,9,185.0,1665.0
1506,2024-03-18,181,46,9,468.68,4218.12
1507,2024-07-12,167,43,1,91.31,91.31
1508,2023-05-08,78,4,1,261.8,261.8
1509,2024-01-02,184,29,5,317.99,1589.95
1510,2023-10-19,156,25,1,382.0,382.0
1511,2023-04-17,75,9,4,129.63,518.52
1512,2023-09-26,39,3,1,164.99,164.99
1513,2023-02-19,25,26,2,122.63,245.26
1514,2023-01-19,21,48,2,173.83,347.66
1515,2023-04-09,138,43,4,91.31,365.24
1516,2024-12-04,171,27,8,365.47,2923.76
1517,2024-02-06,15,36,2,25.18,50.36
1518,2024-12-06,48,32,9,49.69,447.21
1519,2023-11-12,86,1,9,172.12,1549.08
1520,2023-08-16,149,16,2,30.48,60.96
1521,2024-01-05,188,48,1,173.83,173.83
1522,2023-11-17,116,11,9,153.93,1385.3700000000001
1523,2023-03-19,50,26,2,122.63,245.26
1524,2024-04-12,151,40,8,258.49,2067.92
1525,2023-06-07,141,1,3,172.12,516.36
1526,2024-03-28,69,26,1,122.63,122.63
1527,2024-04-19,4,28,1,187.05,187.05
1528,2023-04-21,78,9,2,129.63,259.26
1529,2023-02-14,200,44,7,347.01,2429.0699999999997
1530,2024-07-23,9,22,6,492.9,2957.3999999999996
1531,2023-12-02,121,8,2,481.41,962.82
1532,2023-02-12,115,49,4,61.17,244.68
1533,2024-12-27,163,42,2,324.36,648.72
1534,2023-02-12,101,27,1,365.47,365.47
1535,2024-05-22,149,39,3,13.21,39.63
1536,2024-12-19,186,19,4,123.58,494.32
1537,2023-06-24,146,25,5,382.0,1910.0
1538,2023-04-14,97,38,5,340.39,1701.9499999999998
1539,2023-03-30,200,21,7,247.28,1730.96
1540,2023-08-10,81,24,8,337.71,2701.68
1541,2023-03-15,43,24,9,337.71,3039.39
1542,2024-05-20,95,19,7,123.58,865.06
1543,2023-02-15,6,50,5,462.72,2313.6000000000004
1544,2024-01-07,67,47,9,73.07,657.6299999999999
1545,2024-12-28,140,2,8,471.74,3773.92
1546,2024-08-17,100,14,9,306.73,2760.57
1547,2024-03-25,12,32,8,49.69,397.52
1548,2023-08-12,66,42,6,324.36,1946.16
1549,2024-03-31,2,32,4,49.69,198.76
1550,2024-01-20,143,28,9,187.05,1683.45
1551,2023-11-08,151,48,9,173.83,1564.47
1552,2023-04-06,157,39,9,13.21,118.89000000000001
1553,2024-10-09,81,40,3,258.49,775.47
1554,2023-11-25,135,42,3,324.36,973.08
1555,2023-05-23,156,47,6,73.07,438.41999999999996
1556,2023-09-26,142,40,6,258.49,1550.94
1557,2023-10-30,172,13,6,23.26,139.56
1558,2024-08-27,158,12,5,146.0,730.0
1559,2024-06-19,160,8,5,481.41,2407.05
1560,2024-07-15,70,15,2,253.83,507.66
1561,2023-01-09,115,26,7,122.63,858.41
1562,2023-10-31,88,12,4,146.0,584.0
1563,2023-12-18,6,43,3,91.31,273.93
1564,2023-01-15,27,46,8,468.68,3749.44
1565,2023-07-09,82,27,4,365.47,1461.88
1566,2024-07-09,88,18,4,454.59,1818.36
1567,2023-04-11,120,45,8,196.43,1571.44
1568,2024-01-26,24,36,1,25.18,25.18
1569,2023-06-07,102,49,9,61.17,550.53
1570,2023-01-09,34,27,7,365.47,2558.29
1571,2023-06-26,168,9,2,129.63,259.26
1572,2024-12-13,47,39,6,13.21,79.26
1573,2024-08-08,24,1,8,172.12,1376.96
1574,2024-12-01,65,7,5,486.03,2430.1499999999996
1575,2023-12-23,18,26,6,122.63,735.78
1576,2023-03-22,44,7,8,486.03,3888.24
1577,2024-02-05,76,7,6,486.03,2916.18
1578,2023-11-28,57,8,9,481.41,4332.6900000000005
1579,2024-09-08,107,16,9,30.48,274.32
1580,2023-03-13,156,3,9,164.99,1484.91
1581,2023-12-23,124,45,6,196.43,1178.58
1582,2023-04-20,199,10,9,251.14,2260.2599999999998
1583,2023-08-26,151,50,3,462.72,1388.16
1584,2024-06-22,162,7,5,486.03,2430.1499999999996
1585,2023-12-14,139,21,2,247.28,494.56
1586,2023-10-02,163,37,8,297.49,2379.92
1587,2023-10-15,116,31,4,270.21,1080.84
1588,2023-12-02,93,23,6,124.82,748.92
1589,2024-07-27,42,27,6,365.47,2192.82
1590,2024-10-13,28,22,5,492.9,2464.5
1591,2024-11-28,123,39,1,13.21,13.21
1592,2024-07-28,24,27,7,365.47,2558.29
1593,2023-08-19,136,49,8,61.17,489.36
1594,2024-05-17,106,4,1,261.8,261.8
1595,2023-11-16,118,24,7,337.71,2363.97
1596,2023-07-05,53,23,4,124.82,499.28
1597,2024-09-05,200,48,6,173.83,1042.98
1598,2023-01-29,132,19,9,123.58,1112.22
1599,2024-10-20,100,42,5,324.36,1621.8000000000002
1600,2023-12-03,5,3,8,164.99,1319.92
1601,2024-04-10,49,27,5,365.47,1827.3500000000001
1602,2024-04-26,98,3,2,164.99,329.98
1603,2024-10-15,30,28,4,187.05,748.2
1604,2024-04-09,72,17,2,142.93,285.86
1605,2024-03-24,103,31,7,270.21,1891.4699999999998
1606,2023-02-18,63,10,7,251.14,1757.98
1607,2024-01-14,175,49,3,61.17,183.51
1608,2023-04-20,26,22,7,492.9,3450.2999999999997
1609,2024-06-22,185,30,1,318.6,318.6
1610,2024-01-09,37,49,1,61.17,61.17
1611,2024-05-11,7,21,9,247.28,2225.52
1612,2023-01-31,127,36,6,25.18,151.07999999999998
1613,2023-03-03,168,23,5,124.82,624.0999999999999
1614,2024-06-06,92,38,6,340.39,2042.34
1615,2023-02-22,167,12,6,146.0,876.0
1616,2023-02-22,190,25,1,382.0,382.0
1617,2023-01-09,103,20,5,76.72,383.6
1618,2024-11-29,53,49,9,61.17,550.53
1619,2024-06-22,132,49,4,61.17,244.68
1620,2023-09-15,108,42,3,324.36,973.08
1621,2023-08-05,112,7,1,486.03,486.03
1622,2023-09-13,153,29,2,317.99,635.98
1623,2024-07-19,7,48,3,173.83,521.49
1624,2024-04-27,156,29,4,317.99,1271.96
1625,2023-05-16,197,13,7,23.26,162.82000000000002
1626,2023-05-08,67,3,6,164.99,989.94
1627,2023-03-13,108,2,8,471.74,3773.92
1628,2024-04-27,111,16,9,30.48,274.32
1629,2024-07-11,148,30,6,318.6,1911.6000000000001
1630,2023-07-13,83,38,7,340.39,2382.73
1631,2023-01-16,124,6,4,185.0,740.0
1632,2023-03-01,139,45,2,196.43,392.86
1633,2024-12-07,104,7,9,486.03,4374.2699999999995
1634,2023-08-04,67,5,9,352.99,3176.91
1635,2024-07-15,7,7,4,486.03,1944.12
1636,2024-04-01,151,34,3,163.79,491.37
1637,2023-10-06,189,32,6,49.69,298.14
1638,2023-05-31,199,49,3,61.17,183.51
1639,2023-03-30,110,13,1,23.26,23.26
1640,2024-03-24,34,30,4,318.6,1274.4
1641,2024-07-19,106,25,1,382.0,382.0
1642,2024-04-15,147,21,2,247.28,494.56
1643,2024-01-23,58,21,3,247.28,741.84
1644,2023-01-31,9,28,8,187.05,1496.4
1645,2024-12-07,48,48,4,173.83,695.32
1646,2024-08-06,115,20,4,76.72,306.88
1647,2023-08-02,41,34,9,163.79,1474.11
1648,2024-12-16,48,5,7,352.99,2470.9300000000003
1649,2024-03-15,173,18,2,454.59,909.18
1650,2024-03-01,25,39,3,13.21,39.63
1651,2024-06-30,116,43,4,91.31,365.24
1652,2024-08-15,78,11,4,153.93,615.72
1653,2024-04-24,108,17,8,142.93,1143.44
1654,2023-04-04,25,48,6,173.83,1042.98
1655,2023-09-04,147,45,3,196.43,589.29
1656,2024-11-08,39,22,9,492.9,4436.099999999999
1657,2023-06-13,119,37,8,297.49,2379.92
1658,2023-09-29,79,20,9,76.72,690.48
1659,2023-11-12,80,48,5,173.83,869.1500000000001
1660,2023-11-17,27,48,3,173.83,521.49
1661,2024-03-23,104,48,4,173.83,695.32
1662,2024-11-19,74,46,5,468.68,2343.4
1663,2023-06-25,191,6,9,185.0,1665.0
1664,2023-03-30,68,34,9,163.79,1474.11
1665,2023-05-25,147,14,3,306.73,920.19
1666,2024-10-09,28,48,7,173.83,1216.8100000000002
1667,2024-04-16,123,23,6,124.82,748.92
1668,2023-07-28,161,20,4,76.72,306.88
1669,2024-08-18,138,13,5,23.26,116.30000000000001
1670,2024-09-20,83,47,2,73.07,146.14
1671,2024-09-09,30,44,7,347.01,2429.0699999999997
1672,2024-11-01,22,41,4,117.12,468.48
1673,2023-07-04,3,32,2,49.69,99.38
1674,2024-07-05,101,26,6,122.63,735.78
1675,2023-12-03,105,50,2,462.72,925.44
1676,2024-09-06,176,14,2,306.73,613.46
1677,2024-06-15,2,36,7,25.18,176.26
1678,2024-07-20,54,8,1,481.41,481.41
1679,2024-04-23,6,40,7,258.49,1809.43
1680,2023-05-10,107,22,5,492.9,2464.5
1681,2024-02-02,168,22,1,492.9,492.9
1682,2024-12-19,123,16,6,30.48,182.88
1683,2024-11-15,2,27,7,365.47,2558.29
1684,2023-02-01,111,10,1,251.14,251.14
1685,2023-05-01,2,25,9,382.0,3438.0
1686,2023-04-07,93,31,7,270.21,1891.4699999999998
1687,2024-06-13,183,21,1,247.28,247.28
1688,2024-08-19,200,27,3,365.47,1096.41
1689,2023-06-05,101,17,5,142.93,714.6500000000001
1690,2024-01-05,188,33,4,418.47,1673.88
1691,2024-09-05,97,31,2,270.21,540.42
1692,2024-06-18,111,50,1,462.72,462.72
1693,2024-01-31,6,42,4,324.36,1297.44
1694,2024-03-06,127,26,7,122.63,858.41
1695,2024-01-07,104,21,4,247.28,989.12
1696,2023-08-06,147,36,9,25.18,226.62
1697,2024-02-17,155,1,8,172.12,1376.96
1698,2024-05-17,1,4,8,261.8,2094.4
1699,2024-09-29,33,4,5,261.8,1309.0
1700,2024-04-09,40,26,1,122.63,122.63
1701,2024-07-09,32,4,9,261.8,2356.2000000000003
1702,2023-04-27,197,49,2,61.17,122.34
1703,2023-12-03,17,9,6,129.63,777.78
1704,2023-01-07,126,30,5,318.6,1593.0
1705,2023-06-30,8,45,8,196.43,1571.44
1706,2024-06-14,57,4,3,261.8,785.4000000000001
1707,2024-12-25,42,5,6,352.99,2117.94
1708,2023-03-14,98,45,6,196.43,1178.58
1709,2023-10-21,137,23,3,124.82,374.46
1710,2024-08-07,120,16,7,30.48,213.36
1711,2023-05-29,87,22,4,492.9,1971.6
1712,2024-02-10,163,37,5,297.49,1487.45
1713,2024-06-19,199,8,9,481.41,4332.6900000000005
1714,2024-03-25,181,48,6,173.83,1042.98
1715,2023-05-18,54,33,4,418.47,1673.88
1716,2023-09-17,84,38,8,340.39,2723.12
1717,2024-07-26,25,43,9,91.31,821.79
